"","Date","DKNG.Open","DKNG.High","DKNG.Low","DKNG.Close","DKNG.Volume","DKNG.Adjusted"
"52",2020-06-15,35.6500015258789,41.7900009155273,35.5,41.7900009155273,17166500,41.7900009155273
"53",2020-06-16,40.9599990844727,41.7999992370605,39.0999984741211,40.5699996948242,11135200,40.5699996948242
"54",2020-06-17,38.6800003051758,42.0800018310547,38.5,40.7200012207031,18133000,40.7200012207031
"55",2020-06-18,39.8899993896484,42.7999992370605,39.7599983215332,40.8400001525879,15449800,40.8400001525879
"56",2020-06-19,41.5999984741211,42.5299987792969,39.8899993896484,42,46279500,42
"57",2020-06-22,42.9599990844727,43.75,38.1300010681152,38.2550010681152,29652100,38.2550010681152
"58",2020-06-23,39.75,40.5330009460449,37.7700004577637,37.9900016784668,20096900,37.9900016784668
"59",2020-06-24,37.9500007629395,39.3300018310547,36.5,37.560001373291,12890300,37.560001373291
"60",2020-06-25,37,37.0699996948242,34.2200012207031,36.0699996948242,18711400,36.0699996948242
"61",2020-06-26,36.8199996948242,36.8199996948242,32.6699981689453,33.3400001525879,24395600,33.3400001525879
"62",2020-06-29,33.1599998474121,34.3800010681152,30.8199996948242,33.5400009155273,20055500,33.5400009155273
"63",2020-06-30,33.060001373291,34.6500015258789,32.3400001525879,33.2599983215332,13638000,33.2599983215332
"64",2020-07-01,34.060001373291,35.1500015258789,33.2799987792969,33.8699989318848,13891600,33.8699989318848
"65",2020-07-02,34.6100006103516,35.0499992370605,32.8499984741211,33.060001373291,9233100,33.060001373291
"66",2020-07-06,33.7299995422363,33.9799995422363,32.1599998474121,32.4199981689453,9790300,32.4199981689453
"67",2020-07-07,31.7040004730225,32.2999992370605,30.4500007629395,30.6000003814697,10303900,30.6000003814697
"68",2020-07-08,30.75,33.3600006103516,30.5599994659424,33.0999984741211,11022300,33.0999984741211
"69",2020-07-09,33.8300018310547,34.2400016784668,31.8500003814697,32.8199996948242,7927300,32.8199996948242
"70",2020-07-10,32.4099998474121,33.0999984741211,31.7600002288818,32.4300003051758,5215800,32.4300003051758
"71",2020-07-13,32.5499992370605,32.8699989318848,29.3299999237061,29.5,11732400,29.5
"72",2020-07-14,29,30.3999996185303,27.5400009155273,30.2150001525879,13161000,30.2150001525879
"73",2020-07-15,31.1499996185303,32.9599990844727,30.7999992370605,32.560001373291,11668800,32.560001373291
"74",2020-07-16,32.5,36.1199989318848,31.7700004577637,35.6399993896484,18160300,35.6399993896484
"75",2020-07-17,36.6500015258789,36.8800010681152,34.5900001525879,35.3600006103516,11155100,35.3600006103516
"76",2020-07-20,35.4199981689453,36.75,34.7599983215332,35.4099998474121,8417900,35.4099998474121
"77",2020-07-21,36.2999992370605,38.8400001525879,35.9500007629395,37.5499992370605,15166900,37.5499992370605
"78",2020-07-22,37.7999992370605,38.0299987792969,35.8400001525879,37.75,9975100,37.75
"79",2020-07-23,37.6629981994629,38.3499984741211,35.4109992980957,36.2099990844727,9840200,36.2099990844727
"80",2020-07-24,35.3050003051758,37.6800003051758,34.1800003051758,37.5499992370605,10971300,37.5499992370605
"81",2020-07-27,37.5499992370605,38.0400009155273,32.3899993896484,35.1150016784668,27022200,35.1150016784668
"82",2020-07-28,35.9700012207031,36.0999984741211,34.2999992370605,34.6300010681152,11493800,34.6300010681152
"83",2020-07-29,35,36.2400016784668,33.5699996948242,35.8899993896484,11040700,35.8899993896484
"84",2020-07-30,34.6370010375977,35.6500015258789,34.4599990844727,34.7900009155273,7599900,34.7900009155273
"85",2020-07-31,35.4599990844727,35.7700004577637,32.2799987792969,33.375,14494200,33.375
"86",2020-08-03,32.8400001525879,33.2900009155273,31.6499996185303,32.9500007629395,8513200,32.9500007629395
"87",2020-08-04,32.3800010681152,33.8400001525879,32.2999992370605,33.060001373291,4402900,33.060001373291
"88",2020-08-05,33.2900009155273,33.7000007629395,32.1100006103516,32.5499992370605,4611300,32.5499992370605
"89",2020-08-06,32.3699989318848,34.2700004577637,32.3699989318848,33.6500015258789,6755100,33.6500015258789
"90",2020-08-07,34.4500007629395,35.4199981689453,33.5099983215332,34.0900001525879,8890500,34.0900001525879
"91",2020-08-10,34.0499992370605,34.0999984741211,30.5100002288818,31.6100006103516,16120100,31.6100006103516
"92",2020-08-11,32.0999984741211,33.2270011901855,31.5,32.0400009155273,9547200,32.0400009155273
"93",2020-08-12,32.4700012207031,34.0800018310547,31.9099998474121,33.7400016784668,8417200,33.7400016784668
"94",2020-08-13,34.7999992370605,36.1699981689453,34.1590003967285,36.0499992370605,12792800,36.0499992370605
"95",2020-08-14,34.0040016174316,35.5,32.4199981689453,33.9099998474121,24298300,33.9099998474121
"96",2020-08-17,34.1599998474121,35.7299995422363,33.4599990844727,34.6800003051758,7929900,34.6800003051758
"97",2020-08-18,35,37.6100006103516,34.8699989318848,37.2099990844727,12503400,37.2099990844727
"98",2020-08-19,37.0099983215332,38.1699981689453,36.2200012207031,36.2700004577637,8393100,36.2700004577637
"99",2020-08-20,35.5,37.0200004577637,35.0999984741211,36.3199996948242,6016000,36.3199996948242
"100",2020-08-21,36.0099983215332,36.5950012207031,34.6450004577637,35.1500015258789,6439000,35.1500015258789
"101",2020-08-24,35.7099990844727,35.9000015258789,34.2799987792969,35.810001373291,7599300,35.810001373291
"102",2020-08-25,35.8800010681152,40.060001373291,35.4300003051758,39.060001373291,26762600,39.060001373291
"103",2020-08-26,39.5900001525879,40.7200012207031,38.1500015258789,38.8600006103516,16781700,38.8600006103516
"104",2020-08-27,37.189998626709,40.439998626709,36.5099983215332,39.060001373291,16452900,39.060001373291
"105",2020-08-28,37.9900016784668,38.6100006103516,36.189998626709,36.3199996948242,18584400,36.3199996948242
"106",2020-08-31,36.5200004577637,37.3400001525879,34.8499984741211,35.3600006103516,8565800,35.3600006103516
"107",2020-09-01,35.4000015258789,37.1800003051758,35.2200012207031,36.9300003051758,7733100,36.9300003051758
"108",2020-09-02,41.0699996948242,41.2939987182617,37.1100006103516,39.9000015258789,50147500,39.9000015258789
"109",2020-09-03,39.8300018310547,40.8899993896484,37.2000007629395,38.2700004577637,17915500,38.2700004577637
"110",2020-09-04,37.939998626709,38.9700012207031,34.4700012207031,37,12715300,37
"111",2020-09-08,35.5999984741211,38.1699981689453,35.5200004577637,37.0099983215332,8492500,37.0099983215332
"112",2020-09-09,38.2999992370605,40.810001373291,37.0999984741211,40.3800010681152,17851900,40.3800010681152
"113",2020-09-10,41.0750007629395,44.0800018310547,40.5499992370605,42.5400009155273,29967000,42.5400009155273
"114",2020-09-11,43.2000007629395,43.8800010681152,40.2999992370605,41.4599990844727,14763000,41.4599990844727
"115",2020-09-14,41.9700012207031,49.310001373291,40.3300018310547,48.6199989318848,50201000,48.6199989318848
"116",2020-09-15,47.7900009155273,49.8800010681152,46.5110015869141,48.2099990844727,34987900,48.2099990844727
"117",2020-09-16,49.9099998474121,53.2540016174316,49.5,51.0299987792969,49445400,51.0299987792969
"118",2020-09-17,49.0999984741211,54.3199996948242,48.0499992370605,53.1100006103516,48095500,53.1100006103516
"119",2020-09-18,53.25,55.7000007629395,52.5999984741211,55.3899993896484,36566600,55.3899993896484
"120",2020-09-21,53.3199996948242,53.9799995422363,49.0999984741211,51.4900016784668,30988000,51.4900016784668
"121",2020-09-22,52.2999992370605,54.7599983215332,51.6699981689453,53.939998626709,19666000,53.939998626709
"122",2020-09-23,53.9440002441406,54.9580001831055,50.0099983215332,50.1199989318848,14877600,50.1199989318848
"123",2020-09-24,49.4000015258789,51.8499984741211,47.101001739502,50.5699996948242,21008500,50.5699996948242
"124",2020-09-25,53.4700012207031,53.5900001525879,51.4000015258789,53.189998626709,21776800,53.189998626709
"125",2020-09-28,55.25,58.3899993896484,53.8499984741211,56.8899993896484,28655800,56.8899993896484
"126",2020-09-29,57.3199996948242,59.4500007629395,55.5999984741211,55.7400016784668,32564100,55.7400016784668
"127",2020-09-30,56.2000007629395,59.1199989318848,55.7999992370605,58.8400001525879,19002800,58.8400001525879
"128",2020-10-01,61.7799987792969,62.7299995422363,59.8199996948242,61.8300018310547,24122700,61.8300018310547
"129",2020-10-02,58.9900016784668,64.1900024414062,58.8499984741211,63.7799987792969,20483900,63.7799987792969
"130",2020-10-05,61.3400001525879,62.4500007629395,58.5999984741211,60.5499992370605,34511900,60.5499992370605
"131",2020-10-06,59.9500007629395,60.3600006103516,55.7999992370605,56.7799987792969,27202700,56.7799987792969
"132",2020-10-07,52.8600006103516,54.8800010681152,52.2000007629395,53.3300018310547,65474600,53.3300018310547
"133",2020-10-08,54.1580009460449,54.7799987792969,50.6100006103516,51.1300010681152,37242500,51.1300010681152
"134",2020-10-09,50.75,51.7000007629395,48.2599983215332,48.8199996948242,29572800,48.8199996948242
"135",2020-10-12,51.0099983215332,52.5200004577637,50.3300018310547,50.5999984741211,31713500,50.5999984741211
"136",2020-10-13,50.8499984741211,51.4000015258789,49.5250015258789,51.1800003051758,19134200,51.1800003051758
"137",2020-10-14,51.5099983215332,52.2200012207031,47.5,47.560001373291,27246700,47.560001373291
"138",2020-10-15,47.5200004577637,48.4700012207031,44.7999992370605,45,36048200,45
"139",2020-10-16,45.5,46.5299987792969,43.5,44.3400001525879,39295700,44.3400001525879
"140",2020-10-19,44.4300003051758,44.9700012207031,41.7000007629395,44.5800018310547,49951400,44.5800018310547
"141",2020-10-20,43.0099983215332,44.9700012207031,42.2999992370605,42.5299987792969,70239700,42.5299987792969
"142",2020-10-21,42.9099998474121,43.8199996948242,41.25,41.5,34853900,41.5
"143",2020-10-22,41.8499984741211,43.0699996948242,40.4300003051758,43,37578200,43
"144",2020-10-23,43.117000579834,43.4900016784668,41.7599983215332,42.7400016784668,23078900,42.7400016784668
"145",2020-10-26,42.1500015258789,42.6399993896484,39.3499984741211,39.689998626709,32577900,39.689998626709
"146",2020-10-27,40.5400009155273,40.689998626709,37.9000015258789,38.7000007629395,29019700,38.7000007629395
"147",2020-10-28,37.5999984741211,40.0099983215332,37.1199989318848,38.1500015258789,27173700,38.1500015258789
"148",2020-10-29,39.0999984741211,39.3499984741211,37.2700004577637,37.3699989318848,19740600,37.3699989318848
"149",2020-10-30,37.4300003051758,38.1800003051758,34.9000015258789,35.4000015258789,24856800,35.4000015258789
"150",2020-11-02,35.5699996948242,36.6699981689453,35.0200004577637,35.7200012207031,18077400,35.7200012207031
"151",2020-11-03,36.3300018310547,37.7599983215332,35.8400001525879,37.4700012207031,19587600,37.4700012207031
"152",2020-11-04,39.4300003051758,40.7900009155273,38.3300018310547,39.4599990844727,28877500,39.4599990844727
"153",2020-11-05,41.2700004577637,43.5999984741211,40.8199996948242,43.0299987792969,31924100,43.0299987792969
"154",2020-11-06,42.2299995422363,42.6599998474121,41.1699981689453,42.3199996948242,18198500,42.3199996948242
"155",2020-11-09,44.1699981689453,44.4900016784668,41.4700012207031,41.5,21113400,41.5
"156",2020-11-10,40.7900009155273,41.0900001525879,38.439998626709,40.3600006103516,17118800,40.3600006103516
"157",2020-11-11,40.7700004577637,41.867000579834,39.75,41.6399993896484,12613500,41.6399993896484
"158",2020-11-12,40.939998626709,42.0900001525879,40.8600006103516,41.25,14407200,41.25
"159",2020-11-13,45.4000015258789,45.5,42.2200012207031,42.8400001525879,50356100,42.8400001525879
"160",2020-11-16,42.4000015258789,42.8199996948242,40.810001373291,42.7299995422363,15999600,42.7299995422363
"161",2020-11-17,44.2000007629395,46.8300018310547,43.25,46.6100006103516,33970500,46.6100006103516
"162",2020-11-18,47.0999984741211,49.060001373291,46.6300010681152,47.6800003051758,35497900,47.6800003051758
"163",2020-11-19,48.75,50.0200004577637,48.1399993896484,49.3199996948242,25892100,49.3199996948242
"164",2020-11-20,49.7900009155273,50.0499992370605,47.3899993896484,48.2299995422363,25416700,48.2299995422363
"165",2020-11-23,48.5,48.8800010681152,46.9000015258789,48.0299987792969,18142500,48.0299987792969
"166",2020-11-24,48.3460006713867,49.0400009155273,46.6100006103516,47.8899993896484,17707600,47.8899993896484
"167",2020-11-25,47.7900009155273,51.0800018310547,47.7700004577637,50.2299995422363,23223100,50.2299995422363
"168",2020-11-27,51.8199996948242,52.9799995422363,50.7070007324219,52.75,15833100,52.75
"169",2020-11-30,53.5,53.7200012207031,49.0800018310547,52.3600006103516,24757400,52.3600006103516
"170",2020-12-01,52.3559989929199,52.6599998474121,49.939998626709,50.7799987792969,15525300,50.7799987792969
"171",2020-12-02,49.3600006103516,51.4900016784668,48.4199981689453,51.0999984741211,11952600,51.0999984741211
"172",2020-12-03,50.0999984741211,51.8400001525879,49.5499992370605,50.060001373291,14833500,50.060001373291
"173",2020-12-04,50.2430000305176,50.9500007629395,49.0800018310547,49.25,13044000,49.25
"174",2020-12-07,49.4099998474121,50.5800018310547,47.6300010681152,47.9300003051758,15649000,47.9300003051758
"175",2020-12-08,47.4900016784668,50.9049987792969,45.7099990844727,50.8499984741211,28733500,50.8499984741211
"176",2020-12-09,50.0999984741211,53.439998626709,48.3300018310547,48.939998626709,36523000,48.939998626709
"177",2020-12-10,48.3300018310547,50.1699981689453,47.7760009765625,50.1100006103516,13172800,50.1100006103516
"178",2020-12-11,49.9700012207031,51.2999992370605,48.943000793457,50.0900001525879,14363900,50.0900001525879
"179",2020-12-14,50.9799995422363,51.5400009155273,49.7700004577637,50.5800018310547,12597000,50.5800018310547
"180",2020-12-15,51.1500015258789,51.1800003051758,49.810001373291,50.5,11735700,50.5
"181",2020-12-16,50.8199996948242,54.3400001525879,50.1300010681152,53.7999992370605,26323200,53.7999992370605
"182",2020-12-17,53.9700012207031,55.4700012207031,52.7999992370605,55.2000007629395,21196300,55.2000007629395
"183",2020-12-18,55.1699981689453,55.9799995422363,52.1300010681152,53.9000015258789,21257500,53.9000015258789
"184",2020-12-21,51.9500007629395,54.2400016784668,51.7999992370605,53.3400001525879,12148000,53.3400001525879
"185",2020-12-22,53.8499984741211,54.4000015258789,50.8800010681152,52.4000015258789,12317800,52.4000015258789
"186",2020-12-23,52.576000213623,54.7309989929199,51.4099998474121,53.8899993896484,13863800,53.8899993896484
"187",2020-12-24,54,54.4869995117188,51.9500007629395,52.1100006103516,6275300,52.1100006103516
"188",2020-12-28,52.3600006103516,52.6199989318848,48.560001373291,48.9599990844727,15618600,48.9599990844727
"189",2020-12-29,49.0400009155273,49.5,47.2799987792969,48.1100006103516,13393800,48.1100006103516
"190",2020-12-30,48.060001373291,49.9900016784668,47.75,48.9500007629395,9497200,48.9500007629395
"191",2020-12-31,48.8979988098145,48.9500007629395,46.5200004577637,46.560001373291,14606500,46.560001373291
"192",2021-01-04,47,47.2299995422363,44.5,44.8600006103516,14106500,44.8600006103516
"193",2021-01-05,44.3499984741211,47.7799987792969,44.1040000915527,47.5800018310547,15146800,47.5800018310547
"194",2021-01-06,51.3419990539551,51.7999992370605,47.9199981689453,48.9949989318848,40876800,48.9949989318848
"195",2021-01-07,50.060001373291,50.4000015258789,49.2150001525879,49.7700004577637,13108800,49.7700004577637
"196",2021-01-08,50.310001373291,52.6199989318848,49.9099998474121,52,18242400,52
"197",2021-01-11,50.9000015258789,54.2999992370605,49.810001373291,53.5999984741211,14488700,53.5999984741211
"198",2021-01-12,53.9199981689453,55.5800018310547,52.7099990844727,53.3899993896484,17030400,53.3899993896484
"199",2021-01-13,53.5099983215332,55.2299995422363,52.6199989318848,54.6300010681152,11517600,54.6300010681152
"200",2021-01-14,55.0699996948242,56.7700004577637,54.5999984741211,54.9199981689453,11362000,54.9199981689453
"201",2021-01-15,54.5099983215332,55.0299987792969,51.7000007629395,53.7000007629395,10013600,53.7000007629395
"202",2021-01-19,53.8300018310547,53.9199981689453,50.7799987792969,51.2900009155273,16063800,51.2900009155273
"203",2021-01-20,53.9249992370605,54.0999984741211,52.0699996948242,53.1800003051758,11507500,53.1800003051758
"204",2021-01-21,53.5800018310547,54.4449996948242,52.6599998474121,53.560001373291,8633700,53.560001373291
"205",2021-01-22,52.8899993896484,53.560001373291,51.75,52.5299987792969,9262400,52.5299987792969
"206",2021-01-25,52.9599990844727,53.6399993896484,49.6800003051758,51.2900009155273,13377600,51.2900009155273
"207",2021-01-26,53.6800003051758,56.5200004577637,52.8499984741211,54.060001373291,24225800,54.060001373291
"208",2021-01-27,53.6300010681152,56.689998626709,52.0900001525879,54.2700004577637,19397200,54.2700004577637
"209",2021-01-28,54.0099983215332,57.8899993896484,52.75,56.1699981689453,21573800,56.1699981689453
"210",2021-01-29,56.9900016784668,57.5400009155273,52.6100006103516,54.1100006103516,16429400,54.1100006103516
"211",2021-02-01,54.5400009155273,55.75,53.1419982910156,54.6399993896484,11008700,54.6399993896484
"212",2021-02-02,58.4599990844727,60.9500007629395,57.4199981689453,59.310001373291,31613900,59.310001373291
"213",2021-02-03,60.0900001525879,60.8499984741211,58.3899993896484,60.1100006103516,12745100,60.1100006103516
"214",2021-02-04,62.3300018310547,63.1699981689453,60.8409996032715,63.1599998474121,16945000,63.1599998474121
"215",2021-02-05,63.9000015258789,64.5100021362305,62.4099998474121,63.8699989318848,16612200,63.8699989318848
"216",2021-02-08,64.7200012207031,64.7799987792969,60.5800018310547,61.9700012207031,19914900,61.9700012207031
"217",2021-02-09,62.3619995117188,63.689998626709,61.7099990844727,62.1300010681152,11989800,62.1300010681152
"218",2021-02-10,62.8400001525879,63.8199996948242,61.0200004577637,62.7099990844727,10321400,62.7099990844727
"219",2021-02-11,62.2400016784668,62.5480003356934,58.6399993896484,59.189998626709,14623200,59.189998626709
"220",2021-02-12,59.2599983215332,61.1699981689453,59.2000007629395,61.0699996948242,7631800,61.0699996948242
"221",2021-02-16,61.5499992370605,61.7299995422363,59.939998626709,60.5,6184300,60.5
"222",2021-02-17,59.9500007629395,60.0299987792969,57.6349983215332,58.8600006103516,9093700,58.8600006103516
"223",2021-02-18,57.8600006103516,58.8600006103516,56.515998840332,58.2799987792969,7262300,58.2799987792969
"224",2021-02-19,60.3899993896484,61.826000213623,59.4850006103516,60.9099998474121,11456200,60.9099998474121
"225",2021-02-22,61.5499992370605,63.25,60.173999786377,60.3699989318848,10018200,60.3699989318848
"226",2021-02-23,57.2299995422363,60.439998626709,52.6699981689453,60.2700004577637,17481100,60.2700004577637
"227",2021-02-24,60.5149993896484,60.8300018310547,58.2400016784668,60.2799987792969,7356800,60.2799987792969
"228",2021-02-25,60.3899993896484,61.6300010681152,57.2099990844727,57.810001373291,14776100,57.810001373291
"229",2021-02-26,60,62.6699981689453,58.2700004577637,61.5299987792969,25952800,61.5299987792969
"230",2021-03-01,63.4799995422363,68.9000015258789,63.25,68.7200012207031,35903400,68.7200012207031
"231",2021-03-02,68.0100021362305,70.379997253418,66.8899993896484,68.5800018310547,21970200,68.5800018310547
"232",2021-03-03,71.8300018310547,72.1600036621094,64.890998840332,65.75,26339600,65.75
"233",2021-03-04,67.1699981689453,68.1100006103516,60.2599983215332,61.9099998474121,28215100,61.9099998474121
"234",2021-03-05,62.060001373291,62.5,54.3499984741211,59.5200004577637,25860300,59.5200004577637
"235",2021-03-08,60.8499984741211,62.310001373291,59.5999984741211,60.5,14860500,60.5
"236",2021-03-09,64,64.8300018310547,61.9500007629395,62.2000007629395,17112200,62.2000007629395
"237",2021-03-10,64.5299987792969,70.5999984741211,63.7900009155273,69.2900009155273,36251400,69.2900009155273
"238",2021-03-11,69.5199966430664,72.0100021362305,68.2300033569336,71.6100006103516,17064700,71.6100006103516
"239",2021-03-12,69.4349975585938,74.0899963378906,69.0800018310547,71.75,18728900,71.75
"240",2021-03-15,68.9700012207031,73.3300018310547,67.0999984741211,67.75,23326900,67.75
"241",2021-03-16,70.0400009155273,70.3600006103516,66.0110015869141,67.1399993896484,15197300,67.1399993896484
"242",2021-03-17,65.75,70.7799987792969,65.1900024414062,70.6500015258789,12790500,70.6500015258789
"243",2021-03-18,69.3000030517578,71.8099975585938,67.0999984741211,67.6100006103516,15131900,67.6100006103516
"244",2021-03-19,68.0419998168945,72.8300018310547,67.9199981689453,71.9800033569336,23723600,71.9800033569336
"245",2021-03-22,73.1900024414062,74.379997253418,69.6500015258789,71.7200012207031,20582900,71.7200012207031
"246",2021-03-23,71.5899963378906,73.1500015258789,69.0899963378906,69.75,12610400,69.75
"247",2021-03-24,70.0699996948242,70.6399993896484,66.2239990234375,66.629997253418,13423100,66.629997253418
"248",2021-03-25,63.7750015258789,66.3499984741211,62.5200004577637,65.8600006103516,18336900,65.8600006103516
"249",2021-03-26,66.0299987792969,66.8000030517578,60.7700004577637,63.5999984741211,16265600,63.5999984741211
"250",2021-03-29,63.75,64.7200012207031,58.0999984741211,58.2000007629395,22224100,58.2000007629395
"251",2021-03-30,59.2050018310547,61.5,57.9000015258789,61,15084700,61
"252",2021-03-31,61.8600006103516,62.439998626709,60.6319999694824,61.3300018310547,10469700,61.3300018310547
"253",2021-04-01,62,63.2799987792969,61.3400001525879,62.8800010681152,10294900,62.8800010681152
"254",2021-04-05,64.0199966430664,64.1500015258789,62.273998260498,62.6300010681152,10105700,62.6300010681152
"255",2021-04-06,62.2200012207031,64.5500030517578,62.1049995422363,63.7999992370605,10550400,63.7999992370605
"256",2021-04-07,64.3499984741211,64.5999984741211,61.8300018310547,62.0900001525879,11754500,62.0900001525879
"257",2021-04-08,62.2999992370605,63.0800018310547,60.4099998474121,61.1100006103516,10833100,61.1100006103516
"258",2021-04-09,60.8800010681152,63.5900001525879,60.810001373291,62.310001373291,12413100,62.310001373291
"259",2021-04-12,61.3549995422363,61.8860015869141,57.1399993896484,58.0299987792969,23952600,58.0299987792969
"260",2021-04-13,58.2299995422363,59.4900016784668,56.8199996948242,59.2400016784668,13399400,59.2400016784668
"261",2021-04-14,59.9000015258789,60.8289985656738,58.7999992370605,58.8800010681152,10299500,58.8800010681152
"262",2021-04-15,59.6650009155273,59.6650009155273,56.7599983215332,57.4799995422363,11994300,57.4799995422363
"263",2021-04-16,59.5149993896484,59.9790000915527,57.8300018310547,57.9799995422363,15202800,57.9799995422363
"264",2021-04-19,57.0200004577637,58.7700004577637,55.6399993896484,56.6800003051758,15947400,56.6800003051758
"265",2021-04-20,56,57.0499992370605,53.7599983215332,55.7099990844727,11987700,55.7099990844727
"266",2021-04-21,55.4900016784668,58.8300018310547,54.8899993896484,58.7799987792969,12019600,58.7799987792969
"267",2021-04-22,59.2700004577637,59.6689987182617,56.5099983215332,57.1699981689453,12904200,57.1699981689453
"268",2021-04-23,57.25,58.4500007629395,57.2400016784668,58.1199989318848,10252500,58.1199989318848
"269",2021-04-26,58.1500015258789,59.4589996337891,57.560001373291,59.2299995422363,8011200,59.2299995422363
